Initial Pub Offer (Date),IssuerTicker2,IssuerTickerOG,Ticker,Issuer Name,Currency,Country/Region,Initial Pub Offer (Share Price),Initial Pub Offer (Shares Offered),Offer Type,Offer Price,Offer To Date,Pricing Date,Total Debt/Total Assets,Historical Market Cap,Revenues,Size of the Board,% Women on Board,Number of Women on Board,CEO or Equivalent is a Woman,CFO or Equivalent is a Woman,Listing Date,First-Day Closing Price,ID_ISIN,ID_CUSIP,CENTRAL_INDEX_KEY_NUMBER,IPO DATE PLUS 1 M,IPO PRICE AFTER 1M,IPO DATE PLUS 3M,IPO PRICE AFTER 1M,IPO DATE PLUS 6M,IPO PRICE AFTER 6M,IPO DATE PLUS 1 Y,IPO PRICE AFTER 1Y,IPO DATE PLUS 3Y,IPO PRICE AFTER 3Y,IPO DATE PLUS 5Y,IPO PRICE AFTER 5Y,BOARD_SIZE
9/15/2022,2154982D CN Equity,2154982D CN,2154982D CN,Taurus Gold Corp,CAD,CA,0.2,7.24E+06,"IPO,Primary Share Offering,Best Efforts",0.2,,3/16/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/15/2022,#NAME?,12/15/2022,#NAME?,3/15/2023,#NAME?,9/15/2023,#NAME?,9/15/2025,#NAME?,9/15/2027,#NAME?,#NAME?
12/11/2020,ICGH CN Equity,ICGH CN,ICGH CN,IC Group Holdings Inc,CAD,CA,0.2,7.50E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,-7.19903487,10/5/2020,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/11/2021,#NAME?,3/11/2021,#NAME?,6/11/2021,#NAME?,12/11/2021,#NAME?,12/11/2023,#NAME?,12/11/2025,#NAME?,#NAME?
11/15/2019,GBMC CN Equity,GBMC CN,GBMC CN,Green Block Mining Corp,CAD,CA,0.3,5.00E+06,"IPO,Primary Share Offering,Best Efforts",0.3,,1/17/2019,45.1,14.1,1.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/15/2019,#NAME?,2/15/2020,#NAME?,5/15/2020,#NAME?,11/15/2020,#NAME?,11/15/2022,#NAME?,11/15/2024,#NAME?,#NAME?
N.A.,1836088D CN Equity,1836088D CN,1836088D CN,Trimel Capital Corp,CAD,CA,,,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,9/30/2020,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
8/19/2019,CDX/H CN Equity,CDX/H CN,CDX/H CN,Cloud DX Inc,CAD,CA,0.1,1.50E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-74.02489454,5/6/2019,710.6,,1.3,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/19/2019,#NAME?,11/19/2019,#NAME?,2/19/2020,#NAME?,8/19/2020,#NAME?,8/19/2022,#NAME?,8/19/2024,#NAME?,#NAME?
12/18/1998,MYID CN Equity,MYID CN,MYID CN,Reklaim Ltd,CAD,CA,0.25,3.65E+06,"IPO,Primary Share Offering,Best Efforts,Private Placement,QIP",0.2,-96.18467741,3/27/2019,66.5,7.7,3,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/18/1999,#NAME?,3/18/1999,#NAME?,6/18/1999,#NAME?,12/18/1999,#NAME?,12/18/2001,#NAME?,12/18/2003,#NAME?,#NAME?
11/8/2005,4078322Q CN Equity,4078322Q CN,4078322Q CN,IRI Separation Technologies Inc,CAD,CA,0.5,2.56E+06,"IPO,Best Efforts",0.5,,10/13/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/8/2005,#NAME?,2/8/2006,#NAME?,5/8/2006,#NAME?,11/8/2006,#NAME?,11/8/2008,#NAME?,11/8/2010,#NAME?,#NAME?
7/22/2019,SKUR CN Equity,SKUR CN,SKUR CN,Sekur Private Data Ltd,CAD,CA,0.25,5.69E+06,"IPO,Primary Share Offering,Best Efforts",0.25,-88,10/31/2018,,3.8,0.4,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/22/2019,#NAME?,10/22/2019,#NAME?,1/22/2020,#NAME?,7/22/2020,#NAME?,7/22/2022,#NAME?,7/22/2024,#NAME?,#NAME?
12/13/2018,SCHGu CN Equity,SCHGu CN,SCHG-U CN,Starlight Hybrid Global Real Assets Trust,CAD,CA,10,1.96E+06,"IPO,Primary Share Offering,Best Efforts",10,,10/12/2018,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/13/2019,#NAME?,3/13/2019,#NAME?,6/13/2019,#NAME?,12/13/2019,#NAME?,12/13/2021,#NAME?,12/13/2023,#NAME?,#NAME?
12/28/2018,UGM CN Equity,UGM CN,UGM CN,UrbanGold Minerals Inc,CAD,CA,0.13,1.08E+07,"IPO,Primary Share Offering,Best Efforts,REG S",0.13,,10/9/2018,31.5,11.1,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/28/2019,#NAME?,3/28/2019,#NAME?,6/28/2019,#NAME?,12/28/2019,#NAME?,12/28/2021,#NAME?,12/28/2023,#NAME?,#NAME?
4/25/2019,RUA CN Equity,RUA CN,RUA CN,Rua Gold Inc,CAD,CA,0.1,3.00E+06,"IPO,Primary Share Offering,Best Efforts,Private Placement",0.15,,5/25/2020,0.2,28.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/25/2019,#NAME?,7/25/2019,#NAME?,10/25/2019,#NAME?,4/25/2020,#NAME?,4/25/2022,#NAME?,4/25/2024,#NAME?,#NAME?
8/31/2017,MEC CN Equity,MEC CN,MEC CN,Mustang Energy Corp,CAD,CA,0.3,4.72E+06,"IPO,Primary Share Offering,Best Efforts",0.3,-93.45238095,4/4/2017,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/30/2017,#NAME?,11/30/2017,#NAME?,2/28/2018,#NAME?,8/31/2018,#NAME?,8/31/2020,#NAME?,8/31/2022,#NAME?,#NAME?
1/28/2008,2737454Z CN Equity,2737454Z CN,2737454Z CN,Stelmine Canada Ltd,CAD,CA,1000,1050,"IPO,Primary Share Offering,Best Efforts",1000,,9/26/2007,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/28/2008,#NAME?,4/28/2008,#NAME?,7/28/2008,#NAME?,1/28/2009,#NAME?,1/28/2011,#NAME?,1/28/2013,#NAME?,#NAME?
12/1/2005,FAM CN Equity,FAM CN,FAM CN,Family Memorials Inc,CAD,CA,0.25,5.00E+06,"IPO,Primary Share Offering,Best Efforts",0.25,,9/6/2005,71.6,0.2,8.4,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/1/2006,#NAME?,3/1/2006,#NAME?,6/1/2006,#NAME?,12/1/2006,#NAME?,12/1/2008,#NAME?,12/1/2010,#NAME?,#NAME?
4/18/2018,SXTY CN Equity,SXTY CN,SXTY CN,Sixty North Gold Mining Ltd,CAD,CA,0.15,8.50E+06,"IPO,Primary Share Offering,Best Efforts",0.15,-91.33333333,10/23/2017,,3,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/18/2018,#NAME?,7/18/2018,#NAME?,10/18/2018,#NAME?,4/18/2019,#NAME?,4/18/2021,#NAME?,4/18/2023,#NAME?,#NAME?
10/15/2021,RRL/H CN Equity,RRL/H CN,RRL/H CN,Resolute Resources Ltd,CAD,CA,0.1,1.25E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-97.5,10/13/2021,,0.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/15/2021,#NAME?,1/15/2022,#NAME?,4/15/2022,#NAME?,10/15/2022,#NAME?,10/15/2024,#NAME?,10/15/2026,#NAME?,#NAME?
9/13/2005,DMG/H CN Equity,DMG/H CN,DMG/H CN,DMD Digital Health Connections Group Inc,CAD,CA,0.2,6.25E+06,"IPO,Primary Share Offering,Best Efforts",0.2,,5/18/2005,18.6,37.7,36.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/13/2005,#NAME?,12/13/2005,#NAME?,3/13/2006,#NAME?,9/13/2006,#NAME?,9/13/2008,#NAME?,9/13/2010,#NAME?,#NAME?
7/8/2005,ESC/H CN Equity,ESC/H CN,ESC/H CN,Electric-Spin Ltd,CAD,CA,0.25,4.78E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.25,,3/31/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/8/2005,#NAME?,10/8/2005,#NAME?,1/8/2006,#NAME?,7/8/2006,#NAME?,7/8/2008,#NAME?,7/8/2010,#NAME?,#NAME?
12/29/2021,NATN CN Equity,NATN CN,NATN CN,Nation Gold Corp,CAD,CA,0.25,5.00E+06,"IPO,Primary Share Offering,Best Efforts",0.25,-76,11/24/2021,,0.5,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/29/2022,#NAME?,3/29/2022,#NAME?,6/29/2022,#NAME?,12/29/2022,#NAME?,12/29/2024,#NAME?,12/29/2026,#NAME?,#NAME?
1/11/2019,ASIA CN Equity,ASIA CN,ASIA CN,Asia Green Biotechnology Corp,CAD,CA,0.25,5.05E+06,"IPO,Primary Share Offering,Best Efforts",0.25,,5/17/2018,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/11/2019,#NAME?,4/11/2019,#NAME?,7/11/2019,#NAME?,1/11/2020,#NAME?,1/11/2022,#NAME?,1/11/2024,#NAME?,#NAME?
12/3/2021,1947132D CN Equity,1947132D CN,1947132D CN,EV Nickel Inc,CAD,CA,0.86,1.44E+06,"IPO,Primary Share Offering,Best Efforts",0.86,,12/1/2021,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/3/2022,#NAME?,3/3/2022,#NAME?,6/3/2022,#NAME?,12/3/2022,#NAME?,12/3/2024,#NAME?,12/3/2026,#NAME?,#NAME?
3/10/2011,SEL/H CN Equity,SEL/H CN,SEL/H CN,SEL Exchange Inc,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,5/4/2010,17.2,5.3,3.3,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/10/2011,#NAME?,6/10/2011,#NAME?,9/10/2011,#NAME?,3/10/2012,#NAME?,3/10/2014,#NAME?,3/10/2016,#NAME?,#NAME?
4/23/2010,VCA CN Equity,VCA CN,VCA CN,Invicta Energy Corp,CAD,CA,0.2,5.00E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,3/11/2010,29,20.5,8.5,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/23/2010,#NAME?,7/23/2010,#NAME?,10/23/2010,#NAME?,4/23/2011,#NAME?,4/23/2013,#NAME?,4/23/2015,#NAME?,#NAME?
N.A.,0865544D CN Equity,0865544D CN,0865544D CN,Copper Point Mining Corp,CAD,CA,,,"IPO,Primary Share Offering,Best Efforts",0.1,,9/18/2013,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
4/24/2018,ENBI CN Equity,ENBI CN,ENBI CN,Entheon Biomedical Corp,CAD,CA,0.2,5.00E+06,"IPO,Primary Share Offering,Best Efforts",0.2,-97,1/5/2018,,,0.0172878,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/24/2018,#NAME?,7/24/2018,#NAME?,10/24/2018,#NAME?,4/24/2019,#NAME?,4/24/2021,#NAME?,4/24/2023,#NAME?,#NAME?
5/3/2017,FWTC CN Equity,FWTC CN,FWTC CN,Forward Water Technologies Cor,CAD,CA,0.2,6.25E+06,"IPO,Primary Share Offering,SPAC",0.2,-95.5,2/17/2017,8.2,0.1,0.0415254,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/3/2017,#NAME?,8/3/2017,#NAME?,11/3/2017,#NAME?,5/3/2018,#NAME?,5/3/2020,#NAME?,5/3/2022,#NAME?,#NAME?
12/1/2005,MSV CN Equity,MSV CN,MSV CN,Minco Silver Corp,CAD,CA,1.25,800000,"IPO,Primary Share Offering,Best Efforts",1.25,-83.2,4/5/2005,1.1,8,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/1/2006,#NAME?,3/1/2006,#NAME?,6/1/2006,#NAME?,12/1/2006,#NAME?,12/1/2008,#NAME?,12/1/2010,#NAME?,#NAME?
12/6/2007,CSPG CN Equity,CSPG CN,CSPG CN,Alabama Graphite Corp,CAD,CA,0.5,2.00E+06,"IPO,Primary Share Offering,Best Efforts",0.5,,8/29/2007,,14.6,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/6/2008,#NAME?,3/6/2008,#NAME?,6/6/2008,#NAME?,12/6/2008,#NAME?,12/6/2010,#NAME?,12/6/2012,#NAME?,#NAME?
6/26/2020,CMET CN Equity,CMET CN,CMET CN,Clarity Metals Corp,CAD,CA,0.175,6.90E+06,"IPO,Primary Share Offering,Best Efforts",0.175,-82.85714286,3/25/2020,,1.8,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/26/2020,#NAME?,9/26/2020,#NAME?,12/26/2020,#NAME?,6/26/2021,#NAME?,6/26/2023,#NAME?,6/26/2025,#NAME?,#NAME?
8/21/2019,DGTL/H CN Equity,DGTL/H CN,DGTL/H CN,DGTL Holdings Inc,CAD,CA,0.1,1.23E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-97,12/14/2018,240.3,0.5,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/21/2019,#NAME?,11/21/2019,#NAME?,2/21/2020,#NAME?,8/21/2020,#NAME?,8/21/2022,#NAME?,8/21/2024,#NAME?,#NAME?
1/4/2021,ETU CN Equity,ETU CN,ETU CN,E2Gold Inc,CAD,CA,0.2,1.10E+07,"IPO,Primary Share Offering,REG S,Rule 144A",0.22,-95.45454545,12/30/2020,,1.6,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/4/2021,#NAME?,4/4/2021,#NAME?,7/4/2021,#NAME?,1/4/2022,#NAME?,1/4/2024,#NAME?,1/4/2026,#NAME?,#NAME?
2/4/2009,BTR CN Equity,BTR CN,BTR CN,Bonterra Resources Inc,CAD,CA,0.15,6.00E+06,"IPO,Primary Share Offering,Best Efforts",0.15,N/A,5/28/2008,,30.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/4/2009,#NAME?,5/4/2009,#NAME?,8/4/2009,#NAME?,2/4/2010,#NAME?,2/4/2012,#NAME?,2/4/2014,#NAME?,#NAME?
1/30/2018,SIG CN Equity,SIG CN,SIG CN,Sitka Gold Corp,CAD,CA,0.2,6.00E+06,"IPO,Primary Share Offering,Best Efforts",0.2,145,6/9/2017,,87.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,2/28/2018,#NAME?,4/30/2018,#NAME?,7/30/2018,#NAME?,1/30/2019,#NAME?,1/30/2021,#NAME?,1/30/2023,#NAME?,#NAME?
10/17/2019,1744964D CN Equity,1744964D CN,1744964D CN,Probity Mining 2019-II Short Duration Flow-Through LP,CAD,CA,10,391000,"IPO,Primary Share Offering,Best Efforts",10,,8/29/2019,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/17/2019,#NAME?,1/17/2020,#NAME?,4/17/2020,#NAME?,10/17/2020,#NAME?,10/17/2022,#NAME?,10/17/2024,#NAME?,#NAME?
2/17/2006,HLC CN Equity,HLC CN,HLC CN,Holloway Lodging Corp,CAD,CA,0.2,5.00E+06,"IPO,Best Efforts",0.2,,1/4/2006,58.9,82.1,83.3,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/17/2006,#NAME?,5/17/2006,#NAME?,8/17/2006,#NAME?,2/17/2007,#NAME?,2/17/2009,#NAME?,2/17/2011,#NAME?,#NAME?
3/28/2006,AXO/H CN Equity,AXO/H CN,AXO/H CN,Axiotron Corp,CAD,CA,0.1,9.99E+06,"IPO,Primary Share Offering,Best Efforts",0.1,,2/15/2006,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/28/2006,#NAME?,6/28/2006,#NAME?,9/28/2006,#NAME?,3/28/2007,#NAME?,3/28/2009,#NAME?,3/28/2011,#NAME?,#NAME?
N.A.,FLOW CN Equity,FLOW CN,FLOW CN,Flow Beverage Corp,CAD,CA,,,"IPO,Primary Share Offering,Best Efforts",0,, ,104.1,8.4,33.7,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
6/18/2021,FAIR CN Equity,FAIR CN,FAIR CN,Fairchild Gold Corp,CAD,CA,0.15,6.00E+06,"IPO,Primary Share Offering,Best Efforts,REG S",0.15,-66.66666667,5/13/2021,3.1,0.6,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/18/2021,#NAME?,9/18/2021,#NAME?,12/18/2021,#NAME?,6/18/2022,#NAME?,6/18/2024,#NAME?,6/18/2026,#NAME?,#NAME?
9/23/2024,2511124D CN Equity,2511124D CN,2511124D CN,Saga Metals Corp,CAD,CA,0.6,1.67E+06,"IPO,Primary Share Offering,Best Efforts",0.6,,4/29/2024,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/23/2024,#NAME?,12/23/2024,#NAME?,3/23/2025,#NAME?,9/23/2025,#NAME?,9/23/2027,#NAME?,9/23/2029,#NAME?,#NAME?
N.A.,2006913D CN Equity,2006913D CN,2006913D CN,Redline Resources Inc,CAD,CA,0.15,7.00E+06,"IPO,Primary Share Offering",0.15,,3/22/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
12/28/2018,UGM CN Equity,UGM CN,UGM CN,UrbanGold Minerals Inc,CAD,CA,0.13,1.08E+07,"IPO,Primary Share Offering,Best Efforts,REG S",0.1,,10/9/2018,31.5,11.1,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/28/2019,#NAME?,3/28/2019,#NAME?,6/28/2019,#NAME?,12/28/2019,#NAME?,12/28/2021,#NAME?,12/28/2023,#NAME?,#NAME?
11/4/2005,SFL/P CN Equity,SFL/P CN,SFL/P CN,Silver Fern Financial Ltd,CAD,CA,0.2,5.00E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,4/10/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/4/2005,#NAME?,2/4/2006,#NAME?,5/4/2006,#NAME?,11/4/2006,#NAME?,11/4/2008,#NAME?,11/4/2010,#NAME?,#NAME?
9/2/2022,SCPE CN Equity,SCPE CN,SCPE CN,Scope Technologies Corp,CAD,CA,0.1,1.05E+07,"IPO,Primary Share Offering,Best Efforts",0.1,420,6/14/2022,22.7,55.9,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/2/2022,#NAME?,12/2/2022,#NAME?,3/2/2023,#NAME?,9/2/2023,#NAME?,9/2/2025,#NAME?,9/2/2027,#NAME?,#NAME?
10/15/2021,Q CN Equity,Q CN,Q CN,Quetzal Copper Corp,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering",0.1,-62.5,10/15/2021,,5,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/15/2021,#NAME?,1/15/2022,#NAME?,4/15/2022,#NAME?,10/15/2022,#NAME?,10/15/2024,#NAME?,10/15/2026,#NAME?,#NAME?
12/16/2022,MCT/P CN Equity,MCT/P CN,MCT/P CN,M3 Capital Corp,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,SPAC",0.1,,3/30/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/16/2023,#NAME?,3/16/2023,#NAME?,6/16/2023,#NAME?,12/16/2023,#NAME?,12/16/2025,#NAME?,12/16/2027,#NAME?,#NAME?
N.A.,2013021D CN Equity,2013021D CN,2013021D CN,Copper King Resources Corp,CAD,CA,0.2,5.00E+06,"IPO,Primary Share Offering",0.2,,3/28/2022,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
7/13/2005,DTG/H CN Equity,DTG/H CN,DTG/H CN,Dynamic Technologies Group Inc,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,Best Efforts",0.1,,7/13/2005,93.3,36.9,28.3,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/13/2005,#NAME?,10/13/2005,#NAME?,1/13/2006,#NAME?,7/13/2006,#NAME?,7/13/2008,#NAME?,7/13/2010,#NAME?,#NAME?
9/12/2022,MSM CN Equity,MSM CN,MSM CN,Metalsource Mining Inc,CAD,CA,0.25,4.00E+06,"IPO,Primary Share Offering,Best Efforts",0.25,-32,8/30/2021,,5.5,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/12/2022,#NAME?,12/12/2022,#NAME?,3/12/2023,#NAME?,9/12/2023,#NAME?,9/12/2025,#NAME?,9/12/2027,#NAME?,#NAME?
5/28/2020,SLV CN Equity,SLV CN,SLV CN,Silver Dollar Resources Inc,CAD,CA,0.15,7.00E+06,"IPO,Primary Share Offering,Best Efforts",0.15,56.66666667,2/3/2020,,13.5,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/28/2020,#NAME?,8/28/2020,#NAME?,11/28/2020,#NAME?,5/28/2021,#NAME?,5/28/2023,#NAME?,5/28/2025,#NAME?,#NAME?
6/29/2005,WPP/H CN Equity,WPP/H CN,WPP/H CN,Western Plains Petroleum Ltd,CAD,CA,0.2,5.00E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,5/26/2005,33.4,0.3,2.4,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/29/2005,#NAME?,9/29/2005,#NAME?,12/29/2005,#NAME?,6/29/2006,#NAME?,6/29/2008,#NAME?,6/29/2010,#NAME?,#NAME?
5/7/2018,MIMI CN Equity,MIMI CN,MIMI CN,Mimi's Rock Corp,CAD,CA,0.2,5.00E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,,8/10/2017,34,9.4,29.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/7/2018,#NAME?,8/7/2018,#NAME?,11/7/2018,#NAME?,5/7/2019,#NAME?,5/7/2021,#NAME?,5/7/2023,#NAME?,#NAME?
2/26/2018,ION CN Equity,ION CN,ION CN,Lithium Ion Energy Ltd,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,Best Efforts",0.1,-80,10/26/2017,,18.2,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/26/2018,#NAME?,5/26/2018,#NAME?,8/26/2018,#NAME?,2/26/2019,#NAME?,2/26/2021,#NAME?,2/26/2023,#NAME?,#NAME?
11/9/2005,CAU/H CN Equity,CAU/H CN,CAU/H CN,China Goldcorp Ltd,CAD,CA,0.2,4.60E+06,"IPO,Primary Share Offering,SPAC,Best Efforts",0.2,-50,11/9/2005,,0.6,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/9/2005,#NAME?,2/9/2006,#NAME?,5/9/2006,#NAME?,11/9/2006,#NAME?,11/9/2008,#NAME?,11/9/2010,#NAME?,#NAME?
10/24/2018,RV CN Equity,RV CN,RV CN,Pathfinder Ventures Inc,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,-91.84782609,6/1/2018,1.4,2.4,2.5,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/24/2018,#NAME?,1/24/2019,#NAME?,4/24/2019,#NAME?,10/24/2019,#NAME?,10/24/2021,#NAME?,10/24/2023,#NAME?,#NAME?
N.A.,1648541D CN Equity,1648541D CN,1648541D CN,ERMG Capital Corp,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,8/20/2018,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
5/2/2007,POKO CN Equity,POKO CN,POKO CN,Poko Innovations Inc,CAD,CA,0.15,2.00E+06,"IPO,Primary Share Offering,Best Efforts,Private Placement,QIP",0.1,,3/4/2019,116.4,1.4,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/2/2007,#NAME?,8/2/2007,#NAME?,11/2/2007,#NAME?,5/2/2008,#NAME?,5/2/2010,#NAME?,5/2/2012,#NAME?,#NAME?
5/12/2023,AUNK/P CN Equity,AUNK/P CN,AUNK/P CN,Ankh II Capital Inc,CAD,CA,0.1,1.00E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",0.1,,2/14/2023,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/12/2023,#NAME?,8/12/2023,#NAME?,11/12/2023,#NAME?,5/12/2024,#NAME?,5/12/2026,#NAME?,5/12/2028,#NAME?,#NAME?
